 3.9 3.2 0.01 1070 59.44 107 2 4 5 3 3 3 68 2 0 1 61.98 5.16 70.27 -1.111294822066885 0 1315
 3.6 3.0 -0.04 944 58.28 107 2 4 5 2 5 2 67 2 0 1 61.9 5.35 71.04 -1.273292858913582 0 345
 4.1 3.4 0.09 935 59.39 108 2 4 6 2 5 3 71 2 0 1 61.93 5.06 70.66 -1.4157730599956178 0 529
 3.3 2.8 -0.25 942 41.02 108 2 4 6 2 3 4 70 2 0 1 62.09 4.96 71.23 -1.2713410753371162 0 1621
 4.28 4.12 0.5 -999 45.76 67 2 4 11 2 4 3 150 1 1 1 61.9 5.12 70.27 -1.230353620231325 0 1284
 4.49 3.83 0.67 -999 28.12 53 2 5 10 3 4 3 110 1 1 1 71.99 5.65 83.02 0.3681571288945198 100 1599
 3.74 3.59 0.1 -999 76.52 40 2 5 12 2 4 3 33 1 1 1 72.05 5.62 81.82 0.4598909569884339 99 326
 3.77 3.66 -0.18 -999 54.03 85 4 3 10 2 4 5 132 1 1 1 68.4 5.71 77.89 -0.178342272516025 70 629
 3.82 2.82 0.23 -999 72.3 29 4 4 10 2 5 5 132 1 1 1 61.98 5.13 70.01 -1.5582532610776525 0 624
 4.02 4.4 -0.05 -999 77.19 66 2 5 10 2 4 3 113 1 1 1 71.91 5.48 81.23 0.4403731212237713 97 2258
 4.19 4.0 0.39 -999 57.44 23 2 2 11 2 3 4 145 1 1 1 77.61 5.67 90.21 1.4299273944921504 146 2568
 4.43 2.9 -0.05 -999 60.14 33 2 3 11 2 4 2 141 1 1 1 68.37 5.51 78.3 -0.3422920929391893 65 1812
 4.56 4.06 0.12 -999 67.98 74 3 5 2 4 2 6 58 1 1 1 74.72 6.26 87.17 0.6823942847055833 128 1094
 3.79 3.25 -0.48 -999 28.27 8 3 3 11 3 4 7 5 1 1 1 68.47 5.52 77.71 -0.2447029141158776 73 1400
 2.36 3.23 0.4 -999 55.91 96 2 4 11 3 5 4 148 1 1 1 61.99 5.09 71.77 -1.1308126578315476 0 174
 3.5 3.23 0.19 -999 72.61 78 2 5 10 3 5 4 106 1 1 1 71.91 5.52 82.12 0.4579391734119667 99 2446
 4.19 4.19 -0.37 -999 84.04 84 3 2 12 2 3 8 41 1 1 1 77.6 5.81 86.76 1.6758521251268967 145 436
 4.53 3.97 -0.27 -999 61.82 62 4 5 2 4 2 9 84 1 1 1 71.94 5.71 82.74 0.0968592117657132 100 1139
 3.75 4.01 -0.34 -999 58.77 37 3 4 12 2 3 6 37 1 1 1 64.4 6.84 81.23 -1.267437508184183 26 823
 4.27 3.68 0.08 -999 52.36 7 2 3 10 2 5 2 103 1 1 1 68.35 5.66 79.09 -0.3793759808920473 71 2363
 3.95 3.67 -0.51 -999 38.86 89 4 3 11 2 4 9 9 1 1 1 68.61 5.73 78.41 -0.1607762203278283 75 1424
 4.06 4.18 0.2 -999 69.64 73 3 3 2 4 2 8 73 1 1 1 68.44 5.29 77.68 -0.047572772892787 67 1123
 3.21 3.56 -0.38 -999 66.39 5 3 5 10 2 5 6 116 1 1 1 72.07 5.65 81.87 0.2354358456948159 98 1778
 4.31 4.1 -0.45 -999 35.17 48 2 4 12 3 4 4 26 1 1 1 61.79 5.11 70.73 -1.3552677691251642 0 2074
 3.96 3.43 -0.15 -999 57.39 87 4 5 10 2 3 10 138 1 1 1 71.88 5.35 82.24 0.6843460682820505 96 817
 3.26 3.27 0.13 -999 50.04 100 4 5 11 2 4 5 12 1 1 1 72.08 5.58 82.4 0.4481802555296361 103 1134
 4.16 3.27 0.12 -999 77.15 3 2 4 2 4 2 2 2 1 1 1 61.87 5.28 70.97 -1.1991250830078646 0 440
 4.55 3.27 0.29 -999 68.62 15 4 2 12 2 5 10 60 1 1 1 77.69 5.65 88.75 1.53922727477426 152 125
 4.64 2.87 0.16 -999 70.46 62 3 5 11 2 3 8 159 1 1 1 71.8 5.65 81.21 0.282278651530006 97 164
 4.35 2.92 -0.22 -999 34.99 20 2 3 11 2 4 3 149 1 1 1 68.49 5.42 77.59 -0.1256441159514361 68 256
 3.83 3.78 0.23 -999 72.38 73 2 4 12 2 4 2 23 1 1 1 61.85 5.19 70.46 -1.179607247243203 0 1321
 5.05 4.29 -0.01 -999 57.89 82 4 5 10 3 5 5 132 1 1 1 71.96 5.56 81.76 0.4345177704943724 99 1587
 4.1 3.69 -0.18 -999 28.53 7 2 2 11 3 5 2 141 1 1 1 77.9 5.8 88.18 1.3889399393863606 151 1887
 2.84 3.29 -0.07 -999 24.46 84 4 2 2 4 2 5 88 1 1 1 77.5 5.91 87.51 1.2854954098336502 145 1959
 4.14 3.99 -0.35 -999 80.29 69 4 5 11 3 5 10 18 1 1 1 71.97 5.75 81.59 0.3466875095533913 99 929
 4.3 3.11 0.0 -999 61.42 75 3 2 10 3 3 7 126 1 1 1 77.59 5.77 88.2 1.2640257904925216 144 635
 4.11 4.24 -0.08 -999 84.29 43 3 5 11 2 4 8 158 1 1 1 71.76 5.64 81.97 0.407192800423845 96 331
 3.72 3.0 -0.41 -999 36.89 64 4 2 12 3 5 10 60 1 1 1 77.89 5.68 88.75 1.390891722962828 157 2556
 5.46 3.79 -0.64 -999 28.83 35 4 5 12 2 3 9 48 1 1 1 71.99 5.41 81.56 0.4774570091766293 103 61
 4.93 2.9 0.11 -999 60.4 35 2 4 11 2 3 3 153 1 1 1 69.29 7.07 81.03 -1.185462597972601 75 1517
 4.24 2.95 0.21 -999 65.39 75 2 2 10 2 3 2 104 1 1 1 77.47 5.65 87.75 1.570455811997719 146 1205
 4.72 2.99 0.29 -999 56.13 93 4 3 10 2 5 9 131 1 1 1 68.42 5.62 78.95 -0.221281511198282 65 1695
 3.67 3.77 -0.1 -999 27.42 65 2 5 10 2 5 3 113 1 1 1 71.91 5.43 81.23 0.5633354865411432 97 2457
 4.83 4.37 -0.21 -999 40.59 64 3 5 10 3 4 8 121 1 1 1 71.84 5.57 81.15 0.5008784120942236 98 731
 3.24 3.18 -0.23 -999 73.34 90 2 5 11 2 5 2 141 1 1 1 71.87 5.55 82.8 0.5535765686588126 99 1054
 5.63 3.89 -0.78 -999 57.68 35 4 3 11 2 3 9 10 1 1 1 68.44 5.46 78.64 -0.1510173024454977 68 533
 3.77 2.57 0.24 -999 37.32 82 2 2 10 2 3 2 103 1 1 1 77.51 5.86 88.58 1.5060469539743335 148 2353
 3.75 3.27 0.46 -999 55.85 42 4 3 11 2 3 5 15 1 1 1 62.64 5.46 76.04 -1.4899408359013335 9 2433
 4.94 3.71 0.0 -999 52.19 24 2 4 11 3 4 4 147 1 1 1 61.97 4.93 70.82 -1.158137627902075 0 1711
 5.02 3.21 0.08 -999 51.51 38 2 5 2 4 2 4 140 1 1 1 72.6 5.96 87.73 0.4735534420236976 107 1405
 4.87 4.23 -0.37 -999 45.65 94 3 2 12 2 3 7 43 1 1 1 77.52 5.62 87.47 1.1996169324691364 148 1495
 3.7 4.19 -0.29 -999 50.35 18 2 3 11 3 4 4 145 1 1 1 68.31 5.63 78.88 -0.0807530936927133 63 1802
 3.95 3.89 -0.84 -999 46.37 88 2 3 11 3 4 2 142 1 1 1 68.49 5.74 79.95 -0.0866084444221123 71 2348
 4.41 3.92 0.18 -999 55.95 69 3 4 11 2 3 8 160 1 1 1 62.0 5.12 70.42 -1.2088840008901969 0 840
 2.9 3.47 -0.16 -999 58.47 13 2 2 12 3 5 3 32 1 1 1 77.39 5.78 87.34 1.289398976986582 142 418
 3.06 3.6 0.35 -999 56.96 47 4 4 10 3 3 5 133 1 1 1 61.98 5.05 70.84 -1.2889071275253114 0 2244
 3.3 3.62 -0.42 -999 52.74 20 2 4 11 3 4 3 149 1 1 1 61.92 5.1 70.48 -1.2225464859254602 0 2550
 4.78 3.98 -0.11 -999 36.68 79 2 4 11 2 4 3 152 1 1 1 61.74 5.3 69.94 -1.6753602756656265 0 1612
 3.63 4.62 -0.74 -999 33.64 49 2 4 2 4 2 3 14 1 1 1 62.03 5.02 70.56 -1.193269732278467 0 1296
 4.24 4.02 -0.37 -999 71.13 79 4 5 12 2 4 9 48 1 1 1 71.85 5.55 81.11 0.4852641434824941 98 1613
 4.66 3.89 -0.07 -999 30.03 97 4 5 2 4 2 10 90 1 1 1 71.74 5.53 80.9 0.5633354865411432 96 2549
 4.53 3.09 -0.05 -999 38.71 15 2 3 2 4 2 3 25 1 1 1 68.44 5.6 77.91 -0.2603171827276072 70 2242
 5.54 2.88 -0.08 -999 58.43 48 3 4 10 2 4 6 115 1 1 1 61.94 5.27 71.51 -1.6519388727480309 0 640
 5.94 2.72 -0.45 -999 26.66 6 3 3 11 3 4 7 7 1 1 1 68.71 5.61 77.78 -0.0866084444221123 66 924
 5.19 4.42 -0.21 -999 58.9 93 2 2 12 2 5 3 31 1 1 1 77.92 5.6 86.96 1.4923844689390713 156 615
 5.37 3.11 -0.08 -999 59.72 28 2 2 2 4 2 2 2 1 1 1 77.69 5.74 89.03 1.4065059915745577 146 2053
 5.16 4.41 0.4 -999 62.89 66 3 5 2 4 2 6 47 1 1 1 71.79 5.52 81.27 0.0070771672482676 95 2349
 4.46 2.7 0.08 -999 66.21 94 2 5 11 2 5 4 146 1 1 1 71.63 5.74 81.55 0.2217733606595522 100 1493
 4.23 4.09 -0.04 -999 45.71 38 2 5 2 4 2 3 25 1 1 1 73.29 6.19 87.3 0.286182218682939 113 160
 3.94 3.65 -0.28 -999 29.97 57 4 4 12 2 4 10 56 1 1 1 61.99 5.13 71.75 -1.2030286501607976 0 2430
 4.02 3.84 -0.1 -999 72.7 10 4 5 2 4 2 10 93 1 1 1 72.04 5.61 81.49 0.1417502340244373 101 445
 4.67 3.75 -0.54 -999 20.81 44 3 3 10 2 4 7 125 1 1 1 68.53 5.58 78.64 -0.3169189064451278 67 813
 4.43 2.94 -0.64 -999 60.7 92 4 3 12 3 3 5 53 1 1 1 68.6 5.55 78.78 -0.010488884939929 66 1855
 6.07 4.27 0.65 -999 49.64 22 3 4 12 2 4 6 34 1 1 1 61.86 5.04 70.56 -1.7202512979243494 0 2159
 4.26 4.01 -0.37 -999 57.42 83 3 5 11 2 3 6 156 1 1 1 71.91 5.78 81.84 0.3505910767063244 100 1995
 4.0 3.52 -0.45 -999 33.59 10 2 4 12 3 4 2 22 1 1 1 62.11 4.99 71.71 -1.3025696125605752 0 1693
 4.69 3.96 0.15 -999 50.95 94 2 3 12 3 4 4 28 1 1 1 68.42 5.59 78.95 -0.3013046378333983 67 59
 4.83 3.15 0.09 -999 28.32 71 4 4 11 2 3 9 10 1 1 1 62.02 4.99 72.98 -1.1952215158549329 1 251
 3.9 2.35 -0.16 -999 82.82 85 4 4 12 2 5 9 48 1 1 1 61.98 5.19 71.15 -1.4665194329837394 0 561
 5.04 3.09 0.07 -999 25.95 76 4 4 11 2 4 10 18 1 1 1 62.04 5.09 71.03 -1.226450053078392 0 1020
 4.55 2.9 0.01 -999 66.83 99 2 4 2 4 2 3 151 1 1 1 61.99 5.14 71.47 -1.519217589548327 0 928
 5.19 2.72 -0.01 -999 49.42 3 2 4 10 2 4 4 105 1 1 1 62.02 5.13 70.6 -1.4762783508660702 0 1961
 4.87 3.39 -0.15 -999 65.09 63 2 2 11 2 3 3 149 1 1 1 77.38 5.78 86.81 1.2854954098336502 145 1885
 4.81 3.97 -0.47 -999 53.59 57 3 3 2 4 2 8 72 1 1 1 68.44 5.59 79.69 -0.3227742571745267 65 1013
 4.38 3.91 -0.11 -999 59.89 59 4 3 12 2 3 5 55 1 1 1 68.49 5.6 77.59 -0.0983191458809101 67 1323
 5.77 3.87 -0.06 -999 72.45 22 3 2 10 2 5 7 126 1 1 1 77.58 5.77 87.44 1.3011096784453795 150 255
 5.16 4.28 -0.58 -999 66.5 1 2 4 10 2 3 4 105 1 1 1 61.99 4.99 70.64 -1.279148209642981 0 2524
 4.58 4.52 0.1 -999 28.84 29 3 2 10 3 3 6 117 1 1 1 69.74 6.44 86.77 -0.2661725334570061 83 360
 4.87 3.9 -0.5 -999 68.87 5 2 3 2 4 2 4 129 1 1 1 68.51 5.58 78.2 -0.5218561819740818 69 1212
 5.11 4.64 -0.33 -999 37.27 53 3 4 2 4 2 6 47 1 1 1 65.63 7.05 80.75 -1.0722591505375596 37 1133
 4.75 3.98 -0.01 -999 27.72 1 4 3 12 2 4 9 51 1 1 1 68.66 5.59 78.1 0.0129325179776652 71 1763
 4.01 3.31 0.22 -999 62.11 80 2 4 2 4 2 3 151 1 1 1 61.9 5.17 70.13 -1.4021105749603542 0 2075
 3.73 3.74 0.17 -999 54.33 6 3 3 2 4 2 7 77 1 1 1 68.49 5.52 78.73 -0.0221995863987269 65 2086
 3.85 4.03 0.33 -999 64.19 38 3 2 11 2 4 7 4 1 1 1 77.69 5.73 87.65 1.4865291182096725 147 808
 4.07 3.43 0.01 -999 37.46 45 4 4 11 3 4 5 12 1 1 1 62.0 4.96 69.78 -1.3786891720427583 0 1125
 5.1 3.93 0.01 -999 26.13 68 3 2 2 4 2 8 72 1 1 1 77.67 5.67 87.69 1.3772292379275628 150 156
 3.44 3.86 0.23 -999 72.08 10 3 2 10 2 4 7 123 1 1 1 77.71 5.67 87.34 1.172291962398609 148 470
 4.44 2.96 -0.02 -999 50.4 37 4 2 12 2 4 5 55 1 1 1 77.75 5.67 87.6 1.578262946303585 148 1332
 4.89 3.92 0.3 -999 27.84 4 2 5 2 4 2 4 118 1 1 1 72.01 5.4 81.08 0.5652872701176104 103 1575
 4.58 2.56 -0.31 -999 54.6 35 3 5 2 4 2 6 36 1 1 1 72.06 5.64 81.67 0.7136228219290437 96 1877
 4.74 3.87 0.13 -999 21.69 72 3 5 12 2 4 6 38 1 1 1 71.87 5.59 80.81 0.5711426208470093 98 2273
 3.38 3.81 -0.2 -999 20.61 60 2 4 12 3 5 4 26 1 1 1 62.03 5.07 70.27 -1.2693892917606502 0 919
 3.42 2.73 -0.37 -999 40.95 91 4 3 12 2 5 9 51 1 1 1 68.42 5.72 78.48 -0.141258384563167 71 645
 4.86 3.58 -0.04 -999 60.83 9 2 3 11 3 5 2 142 1 1 1 68.46 5.68 77.33 -0.1256441159514361 70 2545
 3.5 2.49 -0.21 -999 61.1 78 3 3 2 4 2 6 36 1 1 1 68.56 5.5 77.44 -0.1139334144926396 72 272
 2.91 3.33 0.11 -999 72.69 33 4 2 2 4 2 10 90 1 1 1 77.51 5.63 89.04 1.3635667528923006 147 938
 3.68 3.46 -0.6 -999 26.51 55 2 4 12 2 5 3 30 1 1 1 61.93 4.98 70.23 -1.5036033209365975 0 2255
 4.6 3.14 -0.51 -999 61.0 75 2 2 10 3 4 3 111 1 1 1 77.68 5.62 87.85 1.5294683568919294 148 1598
 4.87 3.6 -0.22 -999 75.64 53 2 3 12 2 5 2 21 1 1 1 68.36 5.37 77.14 -0.4633026746800953 64 1306
 3.33 3.54 0.1 -999 22.03 42 3 4 11 3 3 8 159 1 1 1 62.05 5.01 71.27 -1.2635339410312514 0 1622
 4.55 3.65 -0.53 -999 84.33 65 2 4 10 3 5 4 106 1 1 1 68.17 7.21 81.38 -1.2049804337372636 60 2538
 5.47 3.81 -0.06 -999 67.39 3 2 2 2 4 2 4 107 1 1 1 77.44 5.79 87.02 1.1508223430574804 151 649
 3.77 3.69 -0.33 -999 54.98 9 4 2 11 2 5 10 19 1 1 1 77.68 5.44 87.83 1.2386526039984616 152 736
 4.28 3.2 -0.71 -999 63.61 13 2 5 2 4 2 4 118 1 1 1 72.12 5.54 81.69 0.1593162862126327 95 826
 4.96 3.89 -0.48 -999 62.01 55 3 5 10 2 4 7 125 1 1 1 74.76 6.16 86.66 0.6023711580704684 120 2065
 4.16 2.71 0.26 -999 68.3 47 4 4 10 2 5 9 127 1 1 1 62.17 5.13 70.53 -1.261582157454784 0 2359
 3.54 2.92 -0.2 -999 45.83 91 2 4 12 2 3 3 33 1 1 1 62.06 5.06 70.31 -1.4021105749603542 0 1787
 3.1 3.23 -0.12 -999 59.92 90 4 3 10 3 4 10 137 1 1 1 68.39 5.41 77.01 -0.1275958995279033 62 1479
 3.98 3.72 -0.34 -999 25.95 92 2 3 2 4 2 3 25 1 1 1 68.4 5.57 77.72 -0.3325331750568573 66 151
 4.08 3.47 0.09 -999 56.42 41 2 4 10 2 5 3 113 1 1 1 65.76 7.02 82.11 -1.1034876877610202 34 2419
 5.34 2.93 0.27 -999 72.03 79 4 5 10 2 4 5 135 1 1 1 71.83 5.56 81.66 0.6745871503997185 97 455
 4.78 3.66 -0.3 -999 49.54 67 4 2 12 2 4 5 53 1 1 1 77.38 5.82 87.65 1.1996169324691364 144 1035
 4.82 3.59 0.49 -999 81.34 59 3 2 12 2 4 6 34 1 1 1 77.66 5.93 87.57 1.5685040284212546 145 718
 3.74 3.42 -0.38 -999 49.53 73 3 4 10 2 4 8 122 1 1 1 61.97 5.15 70.54 -1.3337981497840357 0 2172
 4.43 3.86 -0.43 -999 29.4 69 3 2 11 3 4 8 159 1 1 1 77.63 5.79 87.6 1.4357827452215493 147 1983
 4.06 3.46 -0.09 -999 41.19 15 2 4 10 2 5 2 102 1 1 1 61.94 5.07 70.72 -1.4118694928426847 0 1532
 4.41 3.99 0.32 -999 76.96 40 3 2 2 4 2 7 80 1 1 1 77.82 5.68 87.01 1.5372754911977955 152 51
 3.99 3.37 0.08 -999 45.69 65 3 4 12 3 3 7 43 1 1 1 61.85 5.2 71.55 -1.314280314019373 0 260
 4.34 3.53 -0.72 -999 59.84 92 2 4 12 2 4 4 26 1 1 1 61.96 5.1 70.25 -1.279148209642981 0 347
 4.24 4.15 0.46 -999 38.37 82 2 2 10 3 4 3 112 1 1 1 77.66 5.53 87.19 1.576311162727118 153 1227
 4.08 3.5 -0.21 -999 21.76 28 4 4 2 4 2 9 83 1 1 1 62.05 5.08 71.58 -1.1698483293608717 0 917
 3.87 3.99 0.09 -999 83.61 7 2 3 2 4 2 3 25 1 1 1 68.45 5.61 78.97 -0.0182960192457938 67 1975
 5.4 4.08 -0.21 -999 33.23 41 2 3 12 3 5 2 21 1 1 1 68.51 5.53 78.68 -0.1724869217866261 69 2276
 4.91 3.71 -0.62 -999 33.95 79 2 2 10 2 5 4 105 1 1 1 77.69 5.7 87.58 1.453348797409746 150 1026
 5.06 3.36 0.07 -999 36.08 69 4 5 11 2 3 10 18 1 1 1 71.97 5.47 81.07 0.5945640237646036 93 1333
 4.84 4.38 -0.05 -999 71.27 35 4 3 12 2 4 10 56 1 1 1 68.36 5.6 77.22 -0.3422920929391893 64 246
 4.7 3.54 0.16 -999 82.09 80 3 4 2 4 2 6 47 1 1 1 62.01 5.16 70.43 -1.2654857246077171 0 140
 4.65 3.23 0.2 -999 63.19 57 2 5 2 4 2 2 96 1 1 1 71.9 5.54 82.63 0.5203962478588863 95 451
 3.71 3.08 -0.18 -999 48.93 16 2 3 12 2 5 4 27 1 1 1 68.37 5.65 79.41 -0.2115225933159513 69 1128
 4.68 3.31 0.11 -999 45.12 48 2 4 12 2 4 2 21 1 1 1 62.19 5.03 70.41 -1.189366165125534 0 1781
 4.29 3.24 -0.2 -999 26.94 13 3 2 12 2 5 7 43 1 1 1 77.7 5.7 88.44 1.44554166310388 150 2087
 5.29 4.03 0.22 -999 28.6 76 3 2 11 2 3 7 5 1 1 1 77.71 5.77 87.57 1.3577114021629015 147 2079
 3.9 3.3 0.32 -999 58.17 74 4 5 12 3 3 9 48 1 1 1 72.07 5.38 81.67 0.5769979715764069 101 1760
 5.01 3.02 -0.25 -999 35.68 22 2 5 10 2 3 3 113 1 1 1 71.97 5.51 81.86 0.5965158073410695 98 1137
 4.22 2.96 0.34 -999 32.69 75 2 2 2 4 2 4 140 1 1 1 77.72 5.86 87.68 1.3030614620218468 149 444
 3.19 3.3 -0.9 -999 84.93 83 2 3 12 2 3 4 26 1 1 1 68.55 5.49 77.66 -0.2349439962335456 71 130
 4.11 2.88 0.09 -999 22.58 1 4 2 11 2 4 9 9 1 1 1 70.85 6.67 86.03 0.0949074281892473 88 2526
 3.63 3.65 -0.14 -999 56.24 33 4 5 12 3 5 9 48 1 1 1 71.88 5.49 81.11 0.4852641434824941 100 261
 3.79 3.69 -0.2 -999 84.97 15 4 5 2 4 2 5 85 1 1 1 71.84 5.68 81.25 0.4325659869179065 97 1326
 4.04 3.97 -0.22 -999 51.45 3 2 5 11 2 3 4 148 1 1 1 72.12 5.39 81.56 0.6453103967527253 105 1011
 3.73 3.03 0.05 -999 38.2 25 4 5 12 2 4 9 51 1 1 1 71.88 5.64 81.95 0.5691908372705421 102 1891
 3.99 3.28 -0.08 -999 29.16 94 4 2 10 3 5 9 131 1 1 1 77.49 5.8 88.01 1.4631077152920766 149 2263
 5.33 3.99 0.01 -999 54.68 93 3 2 11 2 5 6 157 1 1 1 77.67 5.65 88.57 1.5489861926565904 151 1965
 3.5 3.59 -0.5 -999 73.93 3 4 4 2 4 2 10 90 1 1 1 62.01 5.08 72.1 -1.1034876877610202 1 933
 4.9 3.87 0.3 -999 54.66 91 2 3 10 2 4 2 101 1 1 1 68.59 5.45 77.9 -0.0514763400457201 68 337
 4.09 3.07 -0.01 -999 31.89 96 4 4 10 2 3 10 139 1 1 1 62.05 5.23 70.72 -1.3162320975958388 0 2329
 4.82 3.23 -0.37 -999 36.24 88 2 4 10 2 5 4 106 1 1 1 61.94 5.12 70.65 -1.3806409556192245 0 67
 4.45 3.54 -0.52 -999 52.73 3 4 5 12 2 5 10 60 1 1 1 71.85 5.74 81.94 0.3505910767063244 96 1209
 3.11 4.42 -0.11 -999 68.28 33 3 3 11 3 5 7 6 1 1 1 68.41 5.64 78.75 -0.225185078351215 67 2157
 3.98 3.33 -0.18 -999 81.5 30 4 5 12 2 3 5 55 1 1 1 71.88 5.72 82.56 0.2959411365652696 98 735
 3.71 3.57 -0.07 -999 47.86 96 2 3 11 2 5 2 142 1 1 1 67.58 6.07 77.98 -1.183510814396135 59 537
 4.27 4.24 -0.09 -999 37.65 24 4 3 2 4 2 5 85 1 1 1 68.56 5.58 78.73 -0.4106045181155064 74 443
 4.06 4.0 0.11 -999 53.49 60 3 5 12 2 4 7 43 1 1 1 72.09 5.73 83.19 0.3525428602827902 100 2440
 3.75 3.16 0.38 -999 52.0 30 4 2 11 2 3 5 13 1 1 1 77.63 5.41 87.13 1.6387682371740389 154 1408
 5.15 3.81 -0.32 -999 52.8 25 2 3 11 2 3 2 144 1 1 1 68.41 5.57 77.49 -0.3715688465861825 65 1499
 3.92 4.76 -0.05 -999 43.27 63 2 2 2 4 2 3 14 1 1 1 77.62 5.6 88.08 1.7109842295032904 146 1806
 4.17 2.88 -0.06 -999 57.41 95 2 2 11 2 5 3 150 1 1 1 77.64 5.9 88.66 1.4982398196684703 150 2351
 4.69 3.77 -0.47 -999 75.37 28 4 5 2 4 2 5 87 1 1 1 71.78 5.52 81.38 0.3857231810827165 101 639
 4.52 4.17 -0.08 -999 43.57 67 2 4 2 4 2 4 107 1 1 1 61.87 5.3 71.66 -1.5114104552424623 0 2249
 5.41 2.68 0.24 -999 58.77 30 3 4 12 2 4 7 43 1 1 1 62.02 5.2 71.49 -1.314280314019373 0 2557
 3.92 3.37 -0.01 -999 53.14 30 3 2 12 2 3 7 43 1 1 1 77.33 5.69 87.33 1.5060469539743335 146 1615
 4.45 4.18 -0.17 -999 52.59 82 2 3 10 2 3 4 108 1 1 1 68.49 5.64 77.69 -0.4867240775976896 66 1300
 4.35 3.12 -0.44 -999 41.92 41 3 2 10 2 3 8 119 1 1 1 77.51 5.76 88.5 1.3050132455983114 150 1617
 3.79 3.95 -0.3 -999 47.79 3 2 4 10 3 5 3 110 1 1 1 63.22 5.97 82.63 -1.152282277172676 12 2554
 3.06 3.66 -0.09 -999 64.22 42 4 3 10 2 3 5 133 1 1 1 68.5 5.8 77.6 -0.3325331750568573 73 2248
 4.15 4.03 -0.17 -999 40.4 16 4 3 10 2 4 9 127 1 1 1 63.44 5.99 76.59 -1.308424963289974 17 644
 5.18 3.84 0.47 -999 53.59 15 3 2 11 2 4 6 154 1 1 1 77.8 5.7 87.38 1.6094914835270442 151 956
 5.17 3.45 -0.3 -999 68.95 64 4 3 12 3 5 9 51 1 1 1 68.71 5.55 78.66 -0.25836539915114 71 839
 4.28 3.41 -0.51 -999 72.87 64 2 3 12 2 3 4 27 1 1 1 68.54 5.69 78.97 -0.5062419133623522 71 2354
 3.64 2.31 0.14 -999 84.33 69 4 5 11 2 5 9 10 1 1 1 71.61 5.53 81.99 0.3330250245181276 93 1800
 3.42 3.67 -0.32 -999 27.26 16 4 2 12 3 4 10 57 1 1 1 77.51 5.8 87.79 1.515805871856667 143 1497
 5.62 3.59 -0.25 -999 23.79 68 2 4 2 4 2 3 14 1 1 1 65.73 7.03 79.97 -1.2654857246077171 39 1406
 5.71 2.95 -0.87 -999 58.96 68 2 3 12 2 3 2 22 1 1 1 68.52 5.66 78.09 -0.676047084514914 68 162
