ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas
4198;1;Inverno;Piquete H;Pasto;Panicum;Setor_1C;2024-07-18;156;114.3;62.03;5.17;72.63;51.31;0
4210;1;Inverno;Piquete H;Pasto + Suplemento;Braquiária;Setor_1C;2024-09-24;157;114.3;64.35;6.78;79.63;52.0;16
4256;1;Inverno;Piquete I;Pasto + Suplemento;Panicum;Setor_1C;2024-07-21;159;114.3;61.98;5.16;70.27;52.97;0
4315;1;Inverno;Piquete I;Pasto;Mombaça;Setor_1A;2024-09-14;158;114.3;61.9;5.35;71.04;52.14;0
4333;1;Inverno;Piquete J;Pasto;Mombaça;Setor_1C;2024-09-16;161;114.3;61.93;5.06;70.66;51.41;0
4480;1;Inverno;Piquete J;Pasto;Panicum;Setor_1B;2024-07-12;160;114.3;62.09;4.96;71.23;52.15;0
4481;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-09-05;89;114.3;61.9;5.12;70.27;52.36;0
4482;1;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_1C;2024-11-02;52;114.3;71.99;5.65;83.02;60.55;74
4483;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1C;2024-12-14;127;114.3;71.82;5.59;81.71;61.35;74
4484;1;Primavera;Pasto C;Pasto;Braquiária;Setor_1C;2024-11-18;127;114.3;72.05;5.62;81.82;61.02;79
4485;3;Outono;Pasto A;Pasto;Braquiária;Setor_3B;2024-06-05;72;114.3;68.4;5.71;77.89;57.75;30
4486;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-05-08;3;114.3;68.61;5.76;77.97;57.15;32
4487;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3B;2024-08-07;72;114.3;61.98;5.13;70.01;50.68;0
4488;1;Primavera;Pasto A;Pasto;Braquiária;Setor_1C;2024-11-21;55;114.3;71.91;5.48;81.23;60.92;72
4489;1;Verão;Pasto B;Pasto;Panicum;Setor_1B;2024-01-15;84;114.3;77.61;5.67;90.21;65.99;119
4490;1;Outono;Pasto B;Pasto;Braquiária;Setor_1A;2024-05-03;80;114.3;68.37;5.51;78.3;56.91;23
4491;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-12-24;15;114.3;74.72;6.26;87.17;62.16;93
4492;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2024-04-02;101;114.3;68.47;5.52;77.71;57.41;23
4493;1;Inverno;Pasto B;Pasto + Suplemento;Mombaça;Setor_1B;2024-08-13;87;114.3;61.99;5.09;71.77;52.87;0
4494;1;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2024-12-20;49;114.3;71.91;5.52;82.12;61.01;71
4495;2;Verão;Pasto C;Pasto;Panicum;Setor_2B;2024-03-02;134;114.3;77.6;5.81;86.76;67.25;121
4496;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-10-07;28;114.3;71.94;5.71;82.74;59.16;75
4497;2;Inverno;Pasto C;Pasto;Panicum;Setor_2A;2024-09-24;130;114.3;64.4;6.84;81.23;52.17;15
4498;1;Outono;Pasto C;Pasto;Mombaça;Setor_1B;2024-06-18;121;114.3;68.49;5.5;77.22;58.31;30
4499;1;Outono;Pasto A;Pasto;Mombaça;Setor_1A;2024-04-16;46;114.3;68.35;5.66;79.09;56.72;20
4500;3;Outono;Pasto B;Pasto;Braquiária;Setor_3A;2024-04-28;105;114.3;68.61;5.73;78.41;57.84;28
4501;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-05-10;18;114.3;68.44;5.29;77.68;58.42;20
4502;2;Primavera;Pasto A;Pasto;Mombaça;Setor_2A;2024-10-07;58;114.3;72.07;5.65;81.87;59.87;75
4503;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2024-07-24;50;114.3;61.89;5.14;71.39;51.11;0
4504;1;Inverno;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-07-24;120;114.3;61.79;5.11;70.73;51.72;0
4505;3;Primavera;Pasto A;Pasto;Panicum;Setor_3C;2024-11-08;78;114.3;71.88;5.35;82.24;62.17;71
4506;3;Primavera;Pasto B;Pasto;Braquiária;Setor_3B;2024-12-20;108;114.3;72.08;5.58;82.4;60.96;71
4507;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-09-07;1;114.3;61.87;5.28;70.97;52.52;0
4508;3;Verão;Pasto C;Pasto;Mombaça;Setor_3C;2024-02-08;151;114.3;77.69;5.65;88.75;66.55;116
4509;2;Primavera;Pasto B;Pasto;Panicum;Setor_2B;2024-12-11;97;114.3;71.8;5.65;81.21;60.11;72
4510;1;Outono;Pasto B;Pasto;Braquiária;Setor_1C;2024-05-13;88;114.3;68.49;5.42;77.59;58.02;22
4511;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2024-08-18;118;114.3;61.85;5.19;70.46;52.62;0
4512;3;Primavera;Pasto A;Pasto + Suplemento;Mombaça;Setor_3B;2024-12-12;72;114.3;71.96;5.56;81.76;60.89;74
4513;1;Verão;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-02-09;80;114.3;77.9;5.8;88.18;65.78;125
4514;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-11-17;35;114.3;71.87;5.55;81.5;61.05;68
4515;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-02-15;31;114.3;77.5;5.91;87.51;65.25;120
4516;3;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_3C;2024-10-26;113;114.3;71.97;5.75;81.59;60.44;73
4517;2;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_2C;2024-03-16;67;114.3;77.59;5.77;88.2;65.14;121
4518;2;Primavera;Pasto B;Pasto;Braquiária;Setor_2B;2024-11-07;96;114.3;71.76;5.64;81.97;60.75;70
4519;3;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_3C;2024-02-11;151;114.3;77.89;5.68;88.75;65.79;119
4520;3;Primavera;Pasto C;Pasto;Panicum;Setor_3A;2024-11-02;140;114.3;71.99;5.41;81.56;61.11;71
4521;1;Inverno;Pasto B;Pasto;Panicum;Setor_1C;2024-09-28;91;114.3;69.29;7.07;81.03;52.59;57
4522;1;Verão;Pasto A;Pasto;Panicum;Setor_1A;2024-01-24;47;114.3;77.47;5.65;87.75;66.71;118
4523;3;Outono;Pasto A;Pasto;Mombaça;Setor_3A;2024-04-01;71;114.3;68.42;5.62;78.95;57.53;29
4524;1;Primavera;Pasto A;Pasto;Mombaça;Setor_1C;2024-11-18;55;114.3;71.91;5.43;81.23;61.55;70
4525;2;Inverno;Pasto B;Pasto;Braquiária;Setor_2A;2024-09-19;93;114.3;61.96;5.05;71.17;50.88;0
4526;2;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_2B;2024-12-14;62;114.3;71.84;5.57;81.15;61.23;70
4527;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1A;2024-11-05;80;114.3;71.87;5.55;82.8;61.5;71
4528;3;Outono;Pasto B;Pasto;Panicum;Setor_3A;2024-04-11;106;114.3;68.44;5.46;78.64;57.89;24
4529;1;Verão;Pasto A;Pasto;Panicum;Setor_1A;2024-01-13;46;114.3;77.51;5.86;88.58;66.38;121
4530;3;Outono;Pasto B;Pasto;Panicum;Setor_3B;2024-06-27;110;114.3;62.64;5.46;76.04;51.03;3
4531;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-07-16;86;114.3;61.97;4.93;70.82;52.73;0
4532;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-12-21;8;114.3;72.6;5.96;87.73;61.09;80
4533;2;Verão;Pasto C;Pasto;Panicum;Setor_2C;2024-03-11;136;114.3;77.52;5.62;87.47;64.81;122
4534;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-25;84;114.3;68.31;5.63;78.88;58.25;28
4535;1;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_1A;2024-05-24;81;114.3;68.49;5.74;79.95;58.22;27
4536;1;Verão;Pasto C;Pasto;Panicum;Setor_1B;2024-03-24;121;114.3;73.13;7.33;88.73;56.71;73
4537;2;Inverno;Pasto B;Pasto;Panicum;Setor_2B;2024-08-15;98;114.3;62.0;5.12;70.42;52.47;0
4538;1;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-10-24;116;114.3;71.88;5.49;81.83;61.51;67
4539;1;Verão;Pasto C;Pasto + Suplemento;Mombaça;Setor_1C;2024-02-06;126;114.3;77.39;5.78;87.34;65.27;122
4540;3;Inverno;Pasto A;Pasto + Suplemento;Panicum;Setor_3B;2024-07-24;73;114.3;61.98;5.05;70.84;52.06;0
4541;1;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_1C;2024-09-16;88;114.3;61.92;5.1;70.48;52.4;0
4542;1;Inverno;Pasto B;Pasto;Braquiária;Setor_1C;2024-07-18;90;114.3;61.74;5.3;69.94;50.08;0
4543;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-09-02;11;114.3;62.03;5.02;70.56;52.55;0
4544;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3A;2024-12-02;140;114.3;71.85;5.55;81.11;61.15;70
4545;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-10-27;33;114.3;71.74;5.53;80.9;61.55;73
4546;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-06-02;12;114.3;68.44;5.6;77.91;57.33;26
4547;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2A;2024-07-14;57;114.3;61.94;5.27;71.51;50.2;0
4548;2;Outono;Pasto B;Pasto + Suplemento;Braquiária;Setor_2C;2024-04-27;103;114.3;68.71;5.61;77.78;58.22;32
4549;1;Verão;Pasto C;Pasto;Mombaça;Setor_1C;2024-03-08;125;114.3;77.92;5.6;86.96;66.31;126
4550;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-01-23;1;114.3;77.69;5.74;89.03;65.87;119
4551;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-10-01;14;114.3;71.79;5.52;81.27;58.7;72
4552;1;Verão;Pasto A;Pasto;Panicum;Setor_1B;2024-01-17;50;114.3;77.69;5.71;89.87;66.0;122
4553;1;Primavera;Pasto B;Pasto;Mombaça;Setor_1B;2024-11-12;85;114.3;71.63;5.74;81.55;59.8;71
4554;1;Verão;Pasto A;Pasto;Braquiária;Setor_1B;2024-01-20;51;114.3;77.57;5.82;87.35;64.12;124
4555;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-12-22;12;114.3;73.29;6.19;87.3;60.13;85
4556;3;Inverno;Pasto C;Pasto;Braquiária;Setor_3C;2024-09-16;148;114.3;61.99;5.13;71.75;52.5;0
4557;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-12-16;36;114.3;72.04;5.61;81.49;59.39;77
4558;1;Primavera;Pasto A;Pasto + Suplemento;Braquiária;Setor_1A;2024-10-01;45;114.3;71.84;5.47;81.99;60.92;69
4559;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2024-06-18;66;114.3;68.53;5.58;78.64;57.04;26
4560;3;Outono;Pasto C;Pasto + Suplemento;Panicum;Setor_3B;2024-05-01;145;114.3;68.6;5.55;78.78;58.61;27
4561;2;Inverno;Pasto C;Pasto;Braquiária;Setor_2A;2024-07-17;128;114.3;61.86;5.04;70.56;49.85;0
4562;2;Primavera;Pasto B;Pasto;Panicum;Setor_2A;2024-12-09;94;114.3;71.91;5.78;81.84;60.46;72
4563;1;Inverno;Pasto C;Pasto + Suplemento;Braquiária;Setor_1A;2024-09-10;117;114.3;62.11;4.99;71.71;51.99;0
4564;2;Outono;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-04-17;99;114.3;68.58;5.61;78.05;57.9;31
4565;2;Outono;Pasto A;Pasto;Mombaça;Setor_2B;2024-06-22;62;114.3;66.91;5.94;78.66;52.51;15
4566;1;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_1B;2024-05-26;122;114.3;68.42;5.59;78.95;57.12;24
4567;3;Inverno;Pasto B;Pasto;Panicum;Setor_3A;2024-07-04;106;114.3;62.02;4.99;72.98;52.54;0
4568;3;Inverno;Pasto C;Pasto;Mombaça;Setor_3A;2024-07-17;140;114.3;61.98;5.19;71.15;51.15;0
4569;3;Inverno;Pasto B;Pasto;Braquiária;Setor_3C;2024-07-08;113;114.3;62.04;5.09;71.03;52.38;0
4570;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-07-20;9;114.3;61.99;5.14;71.47;50.88;0
4571;1;Inverno;Pasto A;Pasto;Braquiária;Setor_1B;2024-09-09;48;114.3;62.02;5.13;70.6;51.1;0
4572;2;Outono;Pasto B;Pasto;Braquiária;Setor_2A;2024-05-09;92;114.3;68.42;5.61;78.74;57.13;26
4573;1;Verão;Pasto B;Pasto;Panicum;Setor_1C;2024-02-03;88;114.3;77.38;5.78;86.81;65.25;118
4574;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-05-13;17;114.3;68.44;5.59;79.69;57.01;23
4575;3;Outono;Pasto C;Pasto;Panicum;Setor_3B;2024-05-19;147;114.3;68.49;5.6;77.59;58.16;28
4576;2;Verão;Pasto A;Pasto;Mombaça;Setor_2C;2024-01-23;67;114.3;77.58;5.77;87.44;65.33;121
4577;1;Inverno;Pasto A;Pasto;Panicum;Setor_1B;2024-07-10;48;114.3;61.99;4.99;70.64;52.11;0
4578;2;Verão;Pasto A;Pasto + Suplemento;Panicum;Setor_2A;2024-03-27;59;114.3;69.74;6.44;86.77;57.3;40
4579;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-04-21;7;114.3;68.51;5.58;78.2;55.99;22
4580;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-09-25;14;114.3;65.63;7.05;80.75;53.17;26
4581;3;Outono;Pasto C;Pasto;Braquiária;Setor_3A;2024-04-03;143;114.3;68.66;5.59;78.1;58.73;23
4582;1;Inverno;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-08-13;9;114.3;61.9;5.17;70.13;51.48;0
4583;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-05-18;21;114.3;68.49;5.52;78.73;58.55;22
4584;2;Verão;Pasto B;Pasto;Braquiária;Setor_2C;2024-02-02;100;114.3;77.69;5.73;87.65;66.28;118
4585;3;Inverno;Pasto B;Pasto + Suplemento;Braquiária;Setor_3B;2024-09-01;108;114.3;62.0;4.96;69.78;51.6;0
4586;2;Outono;Pasto A;Pasto;Braquiária;Setor_2C;2024-06-06;64;114.3;68.7;5.31;77.81;58.26;26
4587;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-07-16;24;114.3;61.86;5.14;70.7;52.73;0
4588;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2B;2024-02-21;17;114.3;77.67;5.67;87.69;65.72;124
4589;2;Verão;Pasto A;Pasto;Braquiária;Setor_2C;2024-02-19;64;114.3;77.71;5.67;87.34;64.67;118
4590;3;Verão;Pasto C;Pasto;Braquiária;Setor_3B;2024-01-17;147;114.3;77.75;5.67;87.6;66.75;124
4591;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-10-08;6;114.3;72.01;5.4;81.08;61.56;70
4592;2;Primavera;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-10-28;13;114.3;72.06;5.64;81.67;62.32;79
4593;2;Primavera;Pasto C;Pasto;Braquiária;Setor_2A;2024-12-19;131;114.3;71.87;5.59;80.81;61.59;69
4594;1;Primavera;Pasto B;Pasto + Suplemento;Mombaça;Setor_1C;2024-11-09;90;114.3;71.99;5.53;82.19;62.3;71
4595;1;Inverno;Pasto C;Pasto + Suplemento;Mombaça;Setor_1B;2024-07-03;120;114.3;62.03;5.07;70.27;52.16;0
4596;3;Outono;Pasto C;Pasto;Mombaça;Setor_3A;2024-06-09;143;114.3;68.42;5.72;78.48;57.94;28
4597;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-09-19;13;114.3;62.04;5.17;70.96;52.6;0
4598;1;Outono;Pasto B;Pasto + Suplemento;Mombaça;Setor_1A;2024-06-02;81;114.3;68.46;5.68;77.33;58.02;29
4599;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-04-28;13;114.3;68.56;5.5;77.44;58.08;23
4600;3;Verão;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-02-01;33;114.3;77.51;5.63;89.04;65.65;119
4601;3;Outono;Pasto C;Pasto + Suplemento;Braquiária;Setor_3A;2024-04-19;140;114.3;68.57;5.69;79.35;58.25;29
4602;1;Inverno;Pasto C;Pasto;Mombaça;Setor_1C;2024-07-25;124;114.3;61.93;4.98;70.23;50.96;0
4603;3;Outono;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-06-27;32;114.3;62.93;5.54;77.41;53.66;4
4604;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1C;2024-02-03;53;114.3;77.68;5.62;87.85;66.5;122
4605;1;Outono;Pasto C;Pasto;Mombaça;Setor_1A;2024-05-06;116;114.3;68.36;5.37;77.14;56.29;26
4606;2;Inverno;Pasto B;Pasto + Suplemento;Panicum;Setor_2B;2024-09-08;97;114.3;62.05;5.01;71.27;52.19;0
4607;1;Inverno;Pasto A;Pasto + Suplemento;Mombaça;Setor_1B;2024-09-27;49;114.3;68.17;7.21;81.38;52.49;44
4608;2;Outono;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-05-22;21;114.3;68.5;5.61;78.73;56.98;27
4609;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-03-11;5;114.3;77.44;5.79;87.02;64.56;121
4610;3;Verão;Pasto B;Pasto;Mombaça;Setor_3C;2024-02-25;114;114.3;77.68;5.44;87.83;65.01;122
4611;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-12-05;6;114.3;72.12;5.54;81.69;59.48;75
4612;2;Primavera;Pasto A;Pasto;Braquiária;Setor_2C;2024-12-24;66;114.3;74.76;6.16;86.66;61.75;96
4613;3;Inverno;Pasto A;Pasto;Mombaça;Setor_3A;2024-07-17;68;114.3;62.17;5.13;70.53;52.2;0
4614;1;Inverno;Pasto C;Pasto;Panicum;Setor_1C;2024-09-12;127;114.3;62.06;5.06;70.31;51.48;0
4615;3;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_3C;2024-04-04;77;114.3;68.39;5.41;77.01;58.01;27
4616;2;Outono;Pasto A;Pasto + Suplemento;Braquiária;Setor_2A;2024-05-08;58;114.3;68.51;5.66;77.75;57.84;28
4617;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-04-11;12;114.3;68.4;5.57;77.72;56.96;23
4618;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1C;2024-09-25;55;114.3;65.76;7.02;82.11;53.01;27
4619;3;Primavera;Pasto A;Pasto;Braquiária;Setor_3B;2024-12-20;75;114.3;71.83;5.56;81.66;62.12;68
4620;2;Primavera;Pasto A;Pasto;Braquiária;Setor_2C;2024-11-25;65;114.3;71.7;5.53;81.39;61.55;75
4621;3;Verão;Pasto C;Pasto;Braquiária;Setor_3B;2024-02-01;145;114.3;77.38;5.82;87.65;64.81;120
4622;2;Verão;Pasto C;Pasto;Braquiária;Setor_2A;2024-03-09;128;114.3;77.66;5.93;87.57;66.7;121
4623;2;Inverno;Pasto A;Pasto;Braquiária;Setor_2B;2024-08-16;63;114.3;61.97;5.15;70.54;51.83;0
4624;2;Verão;Pasto B;Pasto + Suplemento;Braquiária;Setor_2B;2024-01-12;97;114.3;77.63;5.79;87.6;66.02;123
4625;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-12-13;25;114.3;72.04;5.72;83.96;60.72;73
4626;3;Verão;Pasto A;Pasto;Panicum;Setor_3B;2024-02-06;75;114.3;77.53;5.7;88.22;65.97;118
4627;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1A;2024-09-19;45;114.3;61.94;5.07;70.72;51.43;0
4628;2;Verão;Confinamento;Confinamento;Dieta Total;Setor_2C;2024-03-13;24;114.3;77.82;5.68;87.01;66.54;121
4629;2;Inverno;Pasto C;Pasto + Suplemento;Panicum;Setor_2C;2024-07-25;136;114.3;61.85;5.2;71.55;51.93;0
4630;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1B;2024-09-10;120;114.3;61.96;5.1;70.25;52.11;0
4631;1;Verão;Pasto A;Pasto + Suplemento;Braquiária;Setor_1C;2024-01-23;54;114.3;77.66;5.53;87.19;66.74;123
4632;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3A;2024-07-03;27;114.3;62.05;5.08;71.58;52.67;0
4633;1;Outono;Confinamento;Confinamento;Dieta Total;Setor_1C;2024-05-05;12;114.3;68.45;5.61;78.97;58.57;24
4634;1;Outono;Pasto C;Pasto + Suplemento;Mombaça;Setor_1A;2024-05-23;116;114.3;68.51;5.53;78.68;57.78;26
4635;3;Verão;Pasto A;Pasto;Panicum;Setor_3C;2024-03-05;76;114.3;77.67;5.57;87.65;66.31;117
4636;1;Verão;Pasto A;Pasto;Mombaça;Setor_1B;2024-03-13;48;114.3;77.69;5.7;87.58;66.11;121
4637;3;Primavera;Pasto B;Pasto;Panicum;Setor_3C;2024-11-12;113;114.3;71.97;5.47;81.07;61.71;71
4638;3;Outono;Pasto C;Pasto;Braquiária;Setor_3C;2024-04-03;148;114.3;68.36;5.6;77.22;56.91;21
4639;2;Outono;Pasto A;Pasto;Mombaça;Setor_2C;2024-04-10;66;114.3;68.4;5.71;78.02;57.03;29
4640;2;Inverno;Confinamento;Confinamento;Dieta Total;Setor_2A;2024-08-12;14;114.3;62.01;5.16;70.43;52.18;0
4641;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-11-04;4;114.3;71.9;5.54;82.63;61.33;66
4642;1;Outono;Pasto C;Pasto;Mombaça;Setor_1B;2024-04-03;121;114.3;68.37;5.65;79.41;57.58;22
4643;1;Inverno;Pasto C;Pasto;Braquiária;Setor_1A;2024-07-14;116;114.3;62.19;5.03;70.41;52.57;0
4644;2;Verão;Pasto C;Pasto;Mombaça;Setor_2C;2024-02-18;136;114.3;77.7;5.7;88.44;66.07;119
4645;2;Verão;Pasto B;Pasto;Panicum;Setor_2C;2024-03-17;101;114.3;77.71;5.77;87.57;65.62;121
4646;3;Primavera;Pasto C;Pasto + Suplemento;Panicum;Setor_3A;2024-11-04;140;114.3;72.07;5.38;81.67;61.62;70
4647;1;Primavera;Pasto A;Pasto;Panicum;Setor_1C;2024-10-03;55;114.3;71.97;5.51;81.86;61.72;68
4648;1;Verão;Confinamento;Confinamento;Dieta Total;Setor_1B;2024-02-18;8;114.3;77.72;5.86;87.68;65.34;122
4649;1;Outono;Pasto C;Pasto;Panicum;Setor_1B;2024-04-20;120;114.3;68.55;5.49;77.66;57.46;23
4650;3;Verão;Pasto B;Pasto;Braquiária;Setor_3A;2024-03-26;105;114.3;70.85;6.67;86.03;59.15;47
4651;3;Primavera;Pasto C;Pasto + Suplemento;Mombaça;Setor_3A;2024-11-28;140;114.3;71.88;5.49;81.11;61.15;69
4652;3;Primavera;Confinamento;Confinamento;Dieta Total;Setor_3B;2024-11-01;29;114.3;71.84;5.68;81.25;60.88;70
4653;1;Primavera;Pasto B;Pasto;Panicum;Setor_1B;2024-11-14;87;114.3;72.12;5.39;81.56;61.97;73
4654;3;Primavera;Pasto C;Pasto;Braquiária;Setor_3A;2024-11-25;143;114.3;71.88;5.64;81.95;61.58;70
4655;3;Verão;Pasto A;Pasto + Suplemento;Mombaça;Setor_3A;2024-01-24;71;114.3;77.49;5.8;88.01;66.16;117
4656;2;Verão;Pasto B;Pasto;Mombaça;Setor_2A;2024-03-08;95;114.3;77.67;5.65;88.57;66.6;121
4657;3;Inverno;Confinamento;Confinamento;Dieta Total;Setor_3C;2024-09-17;33;114.3;62.01;5.08;72.1;53.01;0
4658;2;Primavera;Pasto C;Pasto + Suplemento;Braquiária;Setor_2A;2024-10-22;130;114.3;71.79;5.51;81.71;60.86;72
4659;1;Outono;Pasto A;Pasto;Braquiária;Setor_1A;2024-05-06;44;114.3;68.59;5.45;77.9;58.4;26
4660;3;Inverno;Pasto A;Pasto;Panicum;Setor_3C;2024-07-09;79;114.3;62.05;5.23;70.72;51.92;0
4661;1;Inverno;Pasto A;Pasto;Mombaça;Setor_1B;2024-08-09;49;114.3;61.94;5.12;70.65;51.59;0
4662;1;Primavera;Confinamento;Confinamento;Dieta Total;Setor_1A;2024-11-05;1;114.3;71.81;5.46;82.29;60.95;76
