ID_Animal;Fazenda;Estacao;Lote_Manejo;Regime_Alim;Tipo_Pastagem;Localidade_Bloco;Data_Coleta_Pesagem;Piquete;confiabilidade_dados%;itu_media;itu_dp;itu_max;itu_min;itu_leituras_criticas
4614;1;3;8;1;2;2;20240912;127;114.3;62.06;5.06;70.31;-1.4021105749603542;0
4615;3;2;6;2;3;9;20240404;77;114.3;68.39;5.41;77.01;-0.12759589952790337;27
4616;2;2;6;2;3;5;20240508;58;114.3;68.51;5.66;77.75;-0.1607762203278283;28
4617;1;2;1;4;1;2;20240411;12;114.3;68.4;5.57;77.72;-0.33253317505685737;23
4618;1;3;6;1;4;2;20240925;55;114.3;65.76;7.02;82.11;-1.1034876877610202;27
4619;3;4;6;1;3;4;20241220;75;114.3;71.83;5.56;81.66;0.6745871503997185;68
4620;2;4;6;1;3;6;20241125;65;114.3;71.7;5.53;81.39;0.5633354865411432;75
4621;3;1;8;1;3;4;20240201;145;114.3;77.38;5.82;87.65;1.1996169324691364;120
4622;2;1;8;1;3;5;20240309;128;114.3;77.66;5.93;87.57;1.5685040284212546;121
4623;2;3;6;1;3;7;20240816;63;114.3;61.97;5.15;70.54;-1.3337981497840357;0
4624;2;1;7;2;3;7;20240112;97;114.3;77.63;5.79;87.6;1.4357827452215493;123
4625;3;4;1;4;1;8;20241213;25;114.3;72.04;5.72;83.96;0.40133744969444607;73
4626;3;1;6;1;2;4;20240206;75;114.3;77.53;5.7;88.22;1.4260238273392187;118
4627;1;3;6;1;4;1;20240919;45;114.3;61.94;5.07;70.72;-1.4118694928426847;0
4628;2;1;1;4;1;6;20240313;24;114.3;77.82;5.68;87.01;1.5372754911977955;121
4629;2;3;8;2;2;6;20240725;136;114.3;61.85;5.2;71.55;-1.314280314019373;0
4630;1;3;8;1;3;3;20240910;120;114.3;61.96;5.1;70.25;-1.279148209642981;0
4631;1;1;6;2;3;2;20240123;54;114.3;77.66;5.53;87.19;1.576311162727118;123
4632;3;3;1;4;1;8;20240703;27;114.3;62.05;5.08;71.58;-1.1698483293608715;0
4633;1;2;1;4;1;2;20240505;12;114.3;68.45;5.61;78.97;-0.018296019245793854;24
4634;1;2;8;2;4;1;20240523;116;114.3;68.51;5.53;78.68;-0.17248692178662614;26
4635;3;1;6;1;2;9;20240305;76;114.3;77.67;5.57;87.65;1.4923844689390713;117
4636;1;1;6;1;4;3;20240313;48;114.3;77.69;5.7;87.58;1.453348797409746;121
4637;3;4;7;1;2;9;20241112;113;114.3;71.97;5.47;81.07;0.5945640237646036;71
4638;3;2;8;1;3;9;20240403;148;114.3;68.36;5.6;77.22;-0.34229209293918933;21
4639;2;2;6;1;4;6;20240410;66;114.3;68.4;5.71;78.02;-0.3188706900215937;29
4640;2;3;1;4;1;5;20240812;14;114.3;62.01;5.16;70.43;-1.2654857246077171;0
4641;1;4;1;4;1;1;20241104;4;114.3;71.9;5.54;82.63;0.5203962478588863;66
4642;1;2;8;1;4;3;20240403;121;114.3;68.37;5.65;79.41;-0.21152259331595136;22
4643;1;3;8;1;3;1;20240714;116;114.3;62.19;5.03;70.41;-1.189366165125534;0
4644;2;1;8;1;4;6;20240218;136;114.3;77.7;5.7;88.44;1.44554166310388;119
4645;2;1;7;1;2;6;20240317;101;114.3;77.71;5.77;87.57;1.3577114021629015;121
4646;3;4;8;2;2;8;20241104;140;114.3;72.07;5.38;81.67;0.5769979715764069;70
4647;1;4;6;1;2;2;20241003;55;114.3;71.97;5.51;81.86;0.5965158073410695;68
4648;1;1;1;4;1;3;20240218;8;114.3;77.72;5.86;87.68;1.3030614620218468;122
4649;1;2;8;1;2;3;20240420;120;114.3;68.55;5.49;77.66;-0.23494399623354567;23
4650;3;1;7;1;3;8;20240326;105;114.3;70.85;6.67;86.03;0.09490742818924736;47
4651;3;4;8;2;4;8;20241128;140;114.3;71.88;5.49;81.11;0.4852641434824941;69
4652;3;4;1;4;1;4;20241101;29;114.3;71.84;5.68;81.25;0.43256598691790654;70
4653;1;4;7;1;2;3;20241114;87;114.3;72.12;5.39;81.56;0.6453103967527253;73
4654;3;4;8;1;3;8;20241125;143;114.3;71.88;5.64;81.95;0.5691908372705421;70
4655;3;1;6;2;4;8;20240124;71;114.3;77.49;5.8;88.01;1.4631077152920766;117
4656;2;1;7;1;4;5;20240308;95;114.3;77.67;5.65;88.57;1.5489861926565904;121
4657;3;3;1;4;1;9;20240917;33;114.3;62.01;5.08;72.1;-1.1034876877610202;0
4658;2;4;8;2;3;5;20241022;130;114.3;71.79;5.51;81.71;0.4286624197649735;72
4659;1;2;6;1;3;1;20240506;44;114.3;68.59;5.45;77.9;-0.05147634004572016;26
4660;3;3;6;1;2;9;20240709;79;114.3;62.05;5.23;70.72;-1.3162320975958388;0
4661;1;3;6;1;4;3;20240809;49;114.3;61.94;5.12;70.65;-1.3806409556192243;0
4662;1;4;1;4;1;1;20241105;1;114.3;71.81;5.46;82.29;0.4462284719531702;76
4663;3;4;8;1;4;9;20241006;151;114.3;71.85;5.74;81.94;0.3505910767063244;70
4664;2;2;1;4;1;5;20240509;14;114.3;68.31;5.69;77.35;-0.2798350184922698;28
4665;1;2;6;1;3;1;20240510;46;114.3;68.52;5.52;79.54;-0.2271368619276809;25
4666;2;2;7;2;4;6;20240526;102;114.3;68.41;5.64;78.75;-0.22518507835121507;28
4667;3;4;8;1;2;4;20241012;147;114.3;71.88;5.72;82.56;0.29594113656526966;69
4668;1;2;1;4;1;2;20240508;9;114.3;68.44;5.58;78.16;-0.35985814512738473;25
4669;1;2;7;1;4;1;20240621;81;114.3;67.58;6.07;77.98;-1.183510814396135;24
4670;3;2;1;4;1;4;20240520;29;114.3;68.56;5.58;78.73;-0.4106045181155064;24
4671;2;4;8;1;3;6;20241207;136;114.3;72.09;5.73;83.19;0.35254286028279025;73
4672;1;1;7;1;3;2;20240204;88;114.3;77.54;5.78;90.82;1.5977807820682464;118
4673;3;1;7;1;2;4;20240110;109;114.3;77.63;5.41;87.13;1.6387682371740389;122
4674;1;2;7;1;2;1;20240413;83;114.3;68.41;5.57;77.49;-0.37156884658618256;25
4675;1;1;1;4;1;2;20240227;11;114.3;77.62;5.6;88.08;1.7109842295032904;120
4676;1;1;7;1;4;2;20240313;89;114.3;77.64;5.9;88.66;1.4982398196684703;118
4677;1;1;7;1;4;2;20240215;91;114.3;77.76;5.58;88.23;1.5489861926565904;118
4678;1;2;1;4;1;1;20240514;4;114.3;68.36;5.5;78.67;-0.37156884658618256;22
4679;3;3;1;4;1;9;20240920;34;114.3;61.92;5.16;70.3;-1.409917709266219;0
4680;3;4;1;4;1;4;20241010;30;114.3;71.78;5.52;81.38;0.3857231810827165;72
4681;1;3;1;4;1;3;20240820;5;114.3;61.87;5.3;71.66;-1.5114104552424623;0
4682;2;3;8;1;3;6;20240907;136;114.3;62.02;5.2;71.49;-1.314280314019373;0
4683;2;1;8;1;2;6;20240211;136;114.3;77.33;5.69;87.33;1.5060469539743335;118
4684;1;2;6;1;2;3;20240413;50;114.3;68.49;5.64;77.69;-0.48672407759768965;37
4685;2;1;6;1;2;7;20240210;60;114.3;77.51;5.76;88.5;1.3050132455983114;121
4686;1;3;6;2;4;2;20240923;52;114.3;63.22;5.97;82.63;-1.152282277172676;9
4687;3;2;6;1;2;4;20240616;73;114.3;68.5;5.8;77.6;-0.33253317505685737;32
4688;3;2;6;1;3;8;20240626;68;114.3;63.44;5.99;76.59;-1.308424963289974;4
4689;2;1;7;1;3;5;20240111;92;114.3;77.8;5.7;87.38;1.6094914835270442;119
4690;3;2;8;2;4;8;20240509;143;114.3;68.71;5.55;78.66;-0.25836539915114;28
4691;2;2;8;2;4;5;20240512;130;114.3;68.43;5.67;79.01;-0.06123525792805077;26
4692;1;2;8;1;2;3;20240419;121;114.3;68.54;5.69;78.97;-0.5062419133623522;25
4693;3;4;7;1;4;8;20241019;106;114.3;71.61;5.53;81.99;0.33302502451812765;64
4694;3;1;8;2;3;9;20240306;149;114.3;77.51;5.8;87.79;1.515805871856667;117
4695;1;3;1;4;1;2;20240925;11;114.3;65.73;7.03;79.97;-1.2654857246077171;26
4696;1;2;8;1;2;1;20240601;117;114.3;68.52;5.66;78.09;-0.676047084514914;28
4697;1;1;7;1;3;2;20240315;89;114.3;77.57;5.85;88.66;1.4982398196684703;120
4698;1;2;8;1;2;1;20240607;117;114.3;68.44;5.56;78.09;-0.393038465927311;24
4699;3;4;1;4;1;8;20241126;25;114.3;71.72;5.69;84.5;0.41499993472970975;71
4700;1;3;8;1;4;1;20240827;119;114.3;61.98;5.19;70.3;-1.2381607545371898;0
4701;2;3;1;4;1;6;20240903;22;114.3;61.95;5.08;70.45;-1.2557268067253866;0
4702;1;4;6;2;2;2;20241122;54;114.3;71.87;5.71;81.68;0.3408321588239924;76
4703;2;4;7;2;2;5;20241105;94;114.3;71.82;5.59;80.91;0.4598909569884339;65
4704;3;1;1;4;1;8;20240310;28;114.3;77.55;5.6;88.05;1.6094914835270442;120
4705;3;1;6;1;3;8;20240109;70;114.3;77.68;5.57;87.21;1.390891722962828;120
4706;2;2;8;1;3;5;20240605;130;114.3;68.33;5.51;77.4;-0.221281511198282;22
4707;2;3;8;1;2;7;20240914;135;114.3;61.98;4.97;71.06;-1.0449341804670322;0
4708;3;4;7;2;4;8;20241103;104;114.3;71.9;5.81;81.62;0.4833123599060282;74
4709;2;2;8;2;4;6;20240520;138;114.3;68.6;5.65;78.15;-0.10612628018677492;30
4710;2;1;6;2;3;5;20240219;58;114.3;77.91;5.53;88.0;1.6387682371740389;120
4711;3;2;7;2;4;4;20240518;110;114.3;68.53;5.48;78.48;-0.39694203308024273;27
4712;2;2;7;1;3;6;20240628;103;114.3;61.86;4.99;69.84;-1.320135664748772;0
4713;1;2;6;1;4;3;20240614;49;114.3;68.58;5.43;79.48;-0.0768495265397803;25
4714;2;2;6;1;2;5;20240602;58;114.3;68.47;5.63;77.92;-0.6233489279503266;28
4715;2;2;8;2;3;6;20240523;138;114.3;68.58;5.6;78.15;-0.0202478028222597;27
4716;1;2;8;1;3;1;20240620;117;114.3;68.56;5.59;78.23;-0.3676652794332495;28
4717;2;2;7;1;2;6;20240603;102;114.3;68.59;5.47;79.73;-0.14906551886903183;27
4718;3;1;8;1;3;9;20240125;151;114.3;77.83;5.68;88.21;1.3167239470571093;126
4719;1;4;6;1;4;2;20241022;53;114.3;71.94;5.49;81.1;0.575046187999941;67
4720;3;1;1;4;1;4;20240312;32;114.3;77.61;5.74;88.11;1.5099505211272681;117
4721;3;4;6;1;4;8;20241021;71;114.3;71.85;5.62;81.99;0.4345177704943724;72
4722;3;2;7;1;3;4;20240602;111;114.3;68.41;5.66;78.09;-0.29544928710399937;31
4723;2;2;8;1;4;7;20240621;132;114.3;67.86;5.77;78.29;-0.8595147407027409;23
4724;1;3;7;1;3;1;20240921;80;114.3;61.92;5.27;70.11;-1.2986660454076435;0
4725;1;4;7;1;2;1;20241125;82;114.3;71.96;5.52;81.05;0.65311753105859;71
4726;2;4;1;4;1;5;20241126;15;114.3;71.96;5.67;81.63;0.2510501143065469;70
4727;2;4;6;1;3;6;20241104;64;114.3;71.95;5.62;81.43;0.3564464274357233;69
4728;1;4;1;4;1;3;20241004;5;114.3;71.91;5.67;81.96;0.20420730847135687;73
4729;1;3;6;2;2;3;20240808;51;114.3;61.93;5.07;70.71;-1.3279427990546366;0
4730;3;4;8;1;4;4;20241224;146;114.3;74.8;6.35;87.04;0.323266106635797;94
4731;3;4;6;1;2;4;20241218;72;114.3;71.93;5.42;81.09;0.5145408971294873;66
4732;3;1;6;2;4;4;20240323;74;114.3;74.15;7.14;86.63;-0.12759589952790337;85
4733;1;3;7;1;3;2;20240908;89;114.3;61.92;5.1;70.27;-1.230353620231325;0
4734;1;2;7;2;4;1;20240512;82;114.3;68.45;5.54;78.06;-0.5179526148211501;23
4735;2;4;6;1;3;6;20241115;64;114.3;71.83;5.79;81.2;0.4637945241413656;74
4736;2;3;7;1;3;6;20240919;103;114.3;61.95;5.09;71.67;-1.236208970960724;0
4737;3;4;1;4;1;9;20241217;33;114.3;71.73;5.75;80.37;0.007077167248267682;70
4738;1;1;1;4;1;1;20240112;1;114.3;77.65;5.71;88.07;1.4045542079980902;120
